epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.4477708938925024,0.3977163871552082,0.7857142857142857,0.8397895467160037,0:01:14,0:00:05
2,0.28029788448848825,0.5054345178477307,0.8889658135981665,0.8126445420906567,0:01:14,0:00:05
3,0.15392415142832275,0.6527507774373318,0.945664629488159,0.830336493987049,0:01:14,0:00:05
4,0.08297271127588449,0.9051810141573561,0.9750763941940414,0.8283418131359852,0:01:14,0:00:05
5,0.052371324284032066,1.043814977749865,0.9874427043544691,0.8216928769657724,0:01:14,0:00:05
6,0.034553711545369764,0.8725962478746759,0.9918114973262032,0.8271565679925994,0:01:14,0:00:05
7,0.029399665825835922,1.2239784820282713,0.99298128342246,0.8170386216466236,0:01:13,0:00:05
8,0.02557624925594381,1.295866996366927,0.9926470588235294,0.8244969935245143,0:01:13,0:00:05
9,0.015585499860465845,1.4433295262303758,0.9959893048128342,0.821577243293247,0:01:13,0:00:05
10,0.02358964072132015,1.2599509572412104,0.9954879679144385,0.8264916743755781,0:01:13,0:00:05
11,0.015628658200210747,1.2198552736576567,0.9966577540106952,0.8234273820536541,0:01:14,0:00:05
12,0.024877461749203703,1.12944357049592,0.9947956455309397,0.820767807585569,0:01:13,0:00:05
13,0.016324307356869558,1.369397170366125,0.9964906417112299,0.8194380203515265,0:01:13,0:00:05
14,0.020889431036081797,1.255289634174489,0.9959893048128342,0.8231672062904718,0:01:13,0:00:05
15,0.019738011749431413,1.3453471013840208,0.9948195187165776,0.8238320999074931,0:01:13,0:00:05
