epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.18005285816476307,0.7107287318782604,0.9375477463712758,0.8054752543940796,0:00:27,0:00:02
2,0.18840032881673643,0.5934319204472481,0.9364495798319327,0.8150439407955596,0:00:26,0:00:02
3,0.10376447554737489,0.7454142228085944,0.967866692131398,0.8247571692876966,0:00:26,0:00:02
4,0.06589006309965277,0.8506103559852914,0.9816176470588235,0.8154486586493987,0:00:26,0:00:02
5,0.04559104294481284,1.000069668001317,0.9884453781512605,0.8290067067530065,0:00:26,0:00:02
6,0.03086788909270722,1.0995188447389197,0.991644385026738,0.816518270120259,0:00:26,0:00:02
7,0.033048001964661206,1.1734410537050126,0.9899493888464477,0.816518270120259,0:00:25,0:00:02
8,0.020535695795648366,1.3183473367640313,0.9948195187165776,0.8130492599444958,0:00:26,0:00:02
9,0.01826586172115095,1.296191820438872,0.995153743315508,0.8271565679925994,0:00:25,0:00:02
10,0.0075150935720844705,1.315104362178356,0.9978275401069518,0.828081637372803,0:00:25,0:00:02
11,0.014736156735645812,1.3790697582224583,0.9966577540106952,0.8254220629047179,0:00:25,0:00:02
12,0.011591643104977149,1.340988130011457,0.9973262032085561,0.8186285846438482,0:00:26,0:00:02
13,0.02045338099070216,1.2679560704434172,0.9956550802139037,0.8220975948196115,0:00:25,0:00:02
14,0.018475883665950946,1.3617397128267492,0.9963235294117647,0.8177035152636448,0:00:26,0:00:02
15,0.019588928865324855,1.2371249731550826,0.995153743315508,0.8191778445883441,0:00:25,0:00:02
