epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.4878549873828888,0.37201259269359266,0.7921600458365164,0.838459759481961,0:01:14,0:00:05
2,0.26348143672560626,0.39526032862511085,0.8973453017570664,0.8336609620721555,0:01:14,0:00:05
3,0.13190036518051024,0.6250232068148065,0.9605137509549274,0.8250173450508789,0:01:14,0:00:05
4,0.06498166376894171,0.8104605243561116,0.9840765851795263,0.8334007863089732,0:01:13,0:00:05
5,0.04329390576816498,0.8791972471678511,0.9889228418640182,0.8380550416281222,0:01:13,0:00:05
6,0.027050354697288358,0.9700912161076323,0.9939839572192514,0.8329960684551342,0:01:12,0:00:05
7,0.02304262354133282,1.3339397663131674,0.9953208556149733,0.828081637372803,0:01:13,0:00:05
8,0.029105306866972203,1.2570965721252116,0.9936497326203209,0.8234273820536541,0:01:13,0:00:05
9,0.020106072378930646,1.3473141916254734,0.9956550802139037,0.8320709990749307,0:01:13,0:00:05
10,0.019824706598491292,1.2513963744995442,0.9959893048128342,0.8068050416281222,0:01:12,0:00:05
11,0.014685172852291227,1.415533075307278,0.9963235294117647,0.8236875578168362,0:01:12,0:00:05
12,0.016956718563133934,1.2833868081265307,0.995822192513369,0.8363205365402405,0:01:12,0:00:05
13,0.022301006866096054,1.03134815109537,0.995153743315508,0.8114592969472711,0:01:12,0:00:05
14,0.02301164226985305,1.3169234445754519,0.995153743315508,0.8203630897317299,0:01:12,0:00:05
15,0.013502079899560405,1.3938543422425047,0.9973262032085561,0.820623265494912,0:01:13,0:00:05
