epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.6868083190152989,0.6794332887264009,0.5538579067990833,0.5724155874190564,0:00:08,0:00:02
2,0.6796923541130229,0.67421056488727,0.5589190221543162,0.5724155874190564,0:00:07,0:00:02
3,0.6745058390545973,0.668822353190564,0.5677521008403361,0.5737453746530989,0:00:07,0:00:02
4,0.6700986203025369,0.662832646927935,0.5786144003055768,0.5737453746530989,0:00:07,0:00:02
5,0.6631074825072671,0.6584924294593486,0.5862776928953399,0.5996762257169288,0:00:07,0:00:02
6,0.6571422117279175,0.654305581082689,0.6063789152024446,0.6524629972247918,0:00:07,0:00:02
7,0.6533879035296924,0.6473330398823353,0.6180529029793735,0.6338459759481961,0:00:07,0:00:02
8,0.6470435723901432,0.64195283803534,0.6268859816653934,0.6640263644773358,0:00:07,0:00:02
9,0.6397256229650528,0.635461946751209,0.6384883498854087,0.6702705827937095,0:00:07,0:00:02
10,0.635777881119978,0.6304812507426485,0.6513798701298701,0.6984562904717854,0:00:07,0:00:02
11,0.6310306848051713,0.6244851502966373,0.6697622230710466,0.7051052266419982,0:00:07,0:00:02
12,0.6260678796844686,0.6207052748254005,0.665274064171123,0.7191836262719704,0:00:07,0:00:02
13,0.6204214593305944,0.6137507088640903,0.6851843009931244,0.7195883441258095,0:00:07,0:00:02
14,0.6146486398370509,0.6073656919154715,0.6901021772345302,0.7215830249768733,0:00:07,0:00:02
15,0.6109483124100589,0.601239190456715,0.6963330786860199,0.7162638760407031,0:00:07,0:00:02
