epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.8477489030297427,0.7626125647666606,0.5196715049656226,0.42758441258094354,0:01:13,0:00:05
2,0.7555853160307369,0.7124733062500649,0.5164724980901452,0.42758441258094354,0:01:13,0:00:05
3,0.7654502063511527,0.7044896622921558,0.503533231474408,0.5724155874190564,0:01:12,0:00:05
4,0.7701037793873465,0.6852292760889581,0.5066844919786097,0.5724155874190564,0:01:12,0:00:05
5,0.7398222860168008,0.6826526560681931,0.5205548128342246,0.5724155874190564,0:01:12,0:00:05
6,0.7302959169296019,0.7252565527215917,0.515207219251337,0.5724155874190564,0:01:12,0:00:05
7,0.7309234164615366,0.7611501952435108,0.516735103132162,0.5724155874190564,0:01:12,0:00:05
8,0.7528684005380314,0.6851784295224129,0.5005252100840336,0.5724155874190564,0:01:12,0:00:05
9,0.730811662533704,0.76245098798833,0.5203877005347594,0.42758441258094354,0:01:12,0:00:05
10,0.784652810045742,0.7080695806665623,0.5071380825057296,0.42758441258094354,0:01:12,0:00:05
11,0.7481206591754036,0.6831665926791252,0.5184062261268144,0.5724155874190564,0:01:12,0:00:05
12,0.7681665388658085,0.7477508536044587,0.5153265851795263,0.5724155874190564,0:01:12,0:00:05
13,0.7666010939501187,0.78073070277559,0.5151355996944232,0.5724155874190564,0:01:12,0:00:05
14,0.7305749591021614,0.6844843385067392,0.5249952253628724,0.5724155874190564,0:01:12,0:00:05
15,0.7348953255995072,0.6849798915234018,0.5165202444614209,0.5724155874190564,0:01:12,0:00:05
