epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.42191068883885674,0.38915600738626843,0.8039772727272727,0.8205076318223866,0:00:13,0:00:01
2,0.2745495112662647,0.4784210999595358,0.8821142093200917,0.81186401480111,0:00:13,0:00:01
3,0.15374968307501174,0.5983402852682357,0.9425133689839572,0.8202474560592045,0:00:13,0:00:01
4,0.0833669767969034,0.9189558441334582,0.9697288006111536,0.7989708603145236,0:00:13,0:00:01
5,0.04475339128571079,1.2509699907708676,0.9857238349885409,0.7950971322849214,0:00:13,0:00:01
6,0.029149284339783824,1.382446289696592,0.9911430481283422,0.8101295097132285,0:00:13,0:00:01
7,0.029225233981412597,1.483963227018397,0.9918114973262032,0.8169229879740981,0:00:13,0:00:01
8,0.01693476752980667,1.7554943143053259,0.9959654316271964,0.804550185013876,0:00:13,0:00:01
9,0.015530245368652803,1.6937815990853817,0.995822192513369,0.8149283071230342,0:00:13,0:00:01
10,0.01833391812117023,1.7723977305787675,0.995153743315508,0.8169229879740981,0:00:13,0:00:01
11,0.018461966790359816,1.7387472302355664,0.9946524064171123,0.8078746530989824,0:00:13,0:00:01
12,0.007329813563289808,1.9900499899336632,0.9969919786096256,0.81186401480111,0:00:13,0:00:01
13,0.012766092425150944,1.849141370742879,0.9973262032085561,0.8074699352451434,0:00:13,0:00:01
14,0.012971804063906644,2.2114620614559093,0.9973023300229183,0.8048103607770584,0:00:13,0:00:01
15,0.015726161089770617,1.999811533917772,0.997135217723453,0.8154486586493987,0:00:13,0:00:01
