epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.4331314694435201,0.413218063242892,0.8031417112299465,0.8133383441258095,0:00:26,0:00:02
2,0.20019780776717447,0.4852744515271897,0.9253724216959511,0.8146392229417205,0:00:26,0:00:02
3,0.07775521423807119,0.8417460541141794,0.9752435064935066,0.8159690101757632,0:00:26,0:00:02
4,0.0312122993051687,1.1189433761099552,0.9911191749427044,0.8123843663274746,0:00:25,0:00:02
5,0.015364778990095312,1.3486324662857867,0.9961325439266616,0.8083950046253469,0:00:25,0:00:02
6,0.01387449331163867,1.360181043756769,0.9963235294117647,0.8166339037927844,0:00:25,0:00:02
7,0.007384761132021001,1.409855159039193,0.9981617647058824,0.8123843663274746,0:00:25,0:00:02
8,0.005814863210937748,1.4611850881830175,0.9984959893048129,0.8177035152636448,0:00:25,0:00:02
9,0.006202588471123964,1.4610104617920328,0.9984959893048129,0.8240922756706753,0:00:25,0:00:02
10,0.000740154735282696,1.521874190010923,0.9998328877005348,0.8223577705827937,0:00:25,0:00:02
11,0.0019170419064541545,1.5541085734012279,0.9994986631016043,0.8203630897317299,0:00:25,0:00:02
12,0.009936119145888059,1.4005330598100703,0.9981617647058824,0.8216928769657724,0:00:25,0:00:02
13,0.0037031716249312304,1.497708722631982,0.9993315508021391,0.823022664199815,0:00:25,0:00:02
14,0.006671453906534604,1.7013531935975907,0.9984959893048129,0.8113147548566142,0:00:26,0:00:02
15,0.012692002011811669,1.5740174346781792,0.9973262032085561,0.8201029139685477,0:00:26,0:00:02
