epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.452743476804565,0.3794749880090673,0.7847593582887701,0.8254220629047179,0:00:27,0:00:02
2,0.27807228482343294,0.4483338626141244,0.8897775019098548,0.81611355226642,0:00:27,0:00:02
3,0.15556031220497932,0.5629738616816541,0.9476699770817418,0.8283418131359852,0:00:27,0:00:02
4,0.10151608243216088,0.7716901016996262,0.9689171122994652,0.8141188714153562,0:00:27,0:00:02
5,0.05279520276017527,0.8204204991776892,0.9851270053475936,0.8086551803885291,0:00:26,0:00:02
6,0.041578938253223896,1.0020215815686164,0.9887796027501911,0.8227624884366328,0:00:26,0:00:02
7,0.01953271602561827,1.164296348678305,0.9943181818181818,0.8141188714153562,0:00:26,0:00:02
8,0.02327783077156525,1.2496114465150427,0.9943181818181818,0.8247571692876966,0:00:26,0:00:02
9,0.015771747640219522,1.2387563906451489,0.9968248663101604,0.8151884828862165,0:00:26,0:00:02
10,0.012698335221574522,1.3860683263616358,0.9968248663101604,0.8099849676225717,0:00:26,0:00:02
11,0.017441687816604573,1.3169249955643998,0.9961564171122995,0.813453977798335,0:00:26,0:00:02
12,0.014368326842715157,1.3915751272059502,0.9966577540106952,0.8205076318223866,0:00:26,0:00:02
13,0.007640920314036078,1.5154901222979769,0.9979946524064172,0.813453977798335,0:00:26,0:00:02
14,0.01797297958503751,1.2843314669233687,0.9964667685255921,0.8201029139685477,0:00:26,0:00:02
15,0.012901596295977893,1.4523763225433675,0.9974933155080213,0.81186401480111,0:00:26,0:00:02
