epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.6601322586523658,0.6209756833441714,0.6143764323911383,0.7122745143385755,0:00:04,0:00:01
2,0.6017939258705486,0.5664185196795362,0.7000572956455309,0.7457793709528214,0:00:04,0:00:01
3,0.5570000529607987,0.5268956511578662,0.7346495416348358,0.7557527752081407,0:00:04,0:00:01
4,0.5266832628033378,0.5005962220912284,0.750859434682964,0.7604070305272895,0:00:04,0:00:01
5,0.5073089507174364,0.48365165641967284,0.7622469442322384,0.77104532839963,0:00:04,0:00:01
6,0.4955064380232663,0.47622799112441694,0.7649684873949579,0.7909921369102683,0:00:04,0:00:01
7,0.48467858239291184,0.4635208027159914,0.7723691749427044,0.7876676688251619,0:00:04,0:00:01
8,0.4807452184949967,0.4612867122000836,0.7762843773873186,0.794981498612396,0:00:04,0:00:01
9,0.47042733956785765,0.455488291192562,0.7771199388846448,0.7943166049953747,0:00:04,0:00:01
10,0.46920198536811664,0.4491778637500519,0.7809157754010695,0.797641073080481,0:00:04,0:00:01
11,0.46491675389641746,0.4471386652043525,0.7773586707410236,0.7963112858464385,0:00:04,0:00:01
12,0.46036221286192297,0.4433414726815325,0.7815842245989305,0.7963112858464385,0:00:04,0:00:01
13,0.46265695168372784,0.441453588135699,0.7790059205500381,0.794981498612396,0:00:04,0:00:01
14,0.45612209620960253,0.4401678671228125,0.7854994270435447,0.7983059666975023,0:00:04,0:00:01
15,0.458861696210137,0.4390139186635931,0.7886745607333843,0.8029602220166513,0:00:04,0:00:01
