epoch,Training Loss,Valid. Loss,Training Accur.,Valid. Accur.,Training Time,Validation Time
1,0.7123660081848103,0.6678547060236018,0.5137032085561497,0.5920733117483812,0:00:30,0:00:07
2,0.6882316919571576,0.651853084564209,0.5602559205500381,0.6290471785383904,0:00:30,0:00:07
3,0.6772076850906413,0.637436662582641,0.5727177234530176,0.6327763644773358,0:00:30,0:00:07
4,0.6708941928205643,0.6304538275333161,0.5838665011459129,0.6403503700277521,0:00:30,0:00:07
5,0.6661296805595969,0.6217444995616345,0.598357524828113,0.6420848751156336,0:00:30,0:00:07
6,0.660001372271043,0.6150457402493091,0.6010313216195569,0.6563078168362627,0:00:30,0:00:07
7,0.6544132407973794,0.6083168704459008,0.6151642475171887,0.6580423219241442,0:00:30,0:00:07
8,0.652300646279585,0.6057596840757005,0.612227845683728,0.6749248381128584,0:00:30,0:00:07
9,0.6488302997089325,0.6024040009113069,0.6156655844155845,0.6766593432007401,0:00:30,0:00:07
10,0.6478474211884054,0.5991619375157864,0.6177902979373567,0.6709354764107308,0:00:30,0:00:07
11,0.6413942956350704,0.5951038212218183,0.6309444232238349,0.6676110083256244,0:00:30,0:00:07
12,0.6399406648893408,0.5949782107738738,0.6342627960275019,0.6811690564292322,0:00:30,0:00:07
13,0.6403724431672836,0.5931172415297082,0.6281035141329259,0.6649514338575393,0:00:30,0:00:07
14,0.6444556262085145,0.5928349019365108,0.62103705118411,0.6774398704902868,0:00:30,0:00:07
15,0.640475016226743,0.5934754660789002,0.6342150496562261,0.6583024976873265,0:00:30,0:00:07
